Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.493424421192436,0.260599641080562,b0474,b2518,b2744,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b2361,b2291,b4138,b4123,b0621,b2913,b2197,b3821,b3918,b0789,b1249,b1206,b2285,,,,,,,,,,,,,
25,0.558171868147422,0.294795681302711,b1054,b2836,b0474,b2518,b2744,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b2361,b2291,b4138,b4123,b0621,b2197,b3918,b0789,b1249,b1206,b0221,,,,,,,,,,,,,
25,0.558931176864771,0.295196706404333,b3846,b2341,b3831,b2744,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b2361,b2291,b0411,b4138,b4123,b0621,b0452,b2197,b3918,b4042,b1206,,,,,,,,,,,,,
26,0.558931176864771,0.295196706412237,b2836,b3831,b2744,b1278,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b2361,b2291,b2342,b3845,b4138,b4123,b0621,b2406,b2197,b3918,b1206,b3546,,,,,,,,,,,,
26,0.558192269402765,0.294761465826834,b2836,b0474,b2518,b3831,b1278,b3752,b4152,b2781,b3844,b1612,b1611,b4122,b1759,b4161,b4138,b4123,b0621,b0153,b2223,b4381,b2406,b0584,b2197,b3918,b1206,b3546,,,,,,,,,,,,
26,0.56910434878995,0.300569616291605,b0474,b2518,b3831,b2744,b1278,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b2361,b2291,b0411,b4138,b4123,b0621,b2197,b2835,b3918,b0494,b1206,b3546,,,,,,,,,,,,
27,0.56910434878995,0.300569616291626,b1054,b0474,b2518,b3831,b2744,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b2361,b2291,b0411,b4138,b4123,b0621,b2197,b3825,b3918,b0789,b1249,b0494,b1206,,,,,,,,,,,
27,0.558171868147457,0.294795681302762,b1054,b2836,b4382,b0474,b2518,b4384,b2744,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b2342,b3845,b4138,b4123,b0621,b2406,b2197,b3918,b0789,b1249,b1206,,,,,,,,,,,
27,0.569893713810487,0.300986515480518,b1054,b3831,b2744,b1278,b3614,b0910,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4374,b2361,b2291,b1701,b1805,b4138,b4123,b0621,b2406,b2197,b3918,b1206,,,,,,,,,,,
32,0.458178552708943,0.241984711789517,b1241,b0351,b4069,b2744,b1278,b3614,b0910,b4152,b2297,b2458,b2781,b1612,b1611,b4122,b1759,b3616,b3589,b4374,b0675,b4388,b4138,b4123,b0621,b4381,b2406,b0452,b0529,b2197,b3918,b1206,b0221,b2285,,,,,,
33,0.467761007927096,0.24704563753352,b4467,b2242,b2744,b1278,b3614,b0910,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b4374,b0675,b2361,b2291,b1415,b4138,b4123,b0621,b2492,b0904,b2197,b3028,b3821,b3918,b1206,b3546,b2285,,,,,
34,0.467761007925263,0.247045637530638,b1855,b2242,b3553,b3831,b3614,b0910,b3752,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b1033,b1415,b4138,b4123,b0621,b4381,b2406,b2197,b3028,b3821,b3918,b0789,b1249,b1206,b2285,b3893,b1474,,,,
34,0.467759706420641,0.247044950146988,b4467,b1054,b2242,b4382,b3831,b4384,b1278,b3614,b0910,b3752,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b1415,b1701,b1805,b4138,b4123,b0621,b2406,b2197,b3028,b3918,b1206,b2285,b3893,b1474,,,,
34,0.467761007925267,0.247045637532928,b2242,b3553,b2744,b3614,b0910,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b1033,b4374,b0675,b1415,b1701,b1805,b4138,b4123,b0621,b4381,b2406,b2197,b3028,b3918,b4042,b1206,b2285,b3893,b1474,,,,
35,0.467761007925388,0.247045637530792,b4467,b2242,b2744,b3614,b0910,b2781,b1004,b3713,b1109,b0046,b3236,b1612,b1611,b4122,b1759,b4374,b0675,b1415,b4014,b2976,b4138,b4123,b0621,b4381,b2406,b2197,b2835,b3028,b3918,b4042,b0494,b1206,b2285,b3893,b1474,,,
35,0.467761007925267,0.247045637529855,b4467,b1855,b2242,b2744,b3614,b0910,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b4374,b0675,b2361,b2291,b1415,b4138,b4123,b0621,b2197,b2835,b3028,b3918,b0789,b1249,b0494,b1206,b2285,b3893,b1474,,,
35,0.46776100792529,0.247045637530505,b4467,b1855,b2242,b3831,b3614,b0910,b2781,b0030,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b0651,b2162,b1759,b2210,b1415,b4138,b4123,b0621,b4381,b2406,b2197,b3028,b3821,b3918,b0789,b1249,b1206,b2285,b3893,b1474,,,
35,0.46776100792529,0.247045637532012,b4467,b2242,b3831,b2744,b3614,b0910,b3752,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b4374,b2361,b2291,b1415,b4138,b4123,b0621,b2406,b2197,b3825,b3028,b3918,b4042,b0494,b1206,b2285,b3893,b1474,,,
35,0.467759706420637,0.247044950148105,b4467,b1855,b2242,b4382,b3831,b4384,b1278,b3614,b0910,b3752,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b1701,b1805,b4138,b4123,b0621,b2406,b0306,b3605,b2197,b3028,b3918,b1206,b2285,b3893,b1474,,,
35,0.454776526901099,0.240187948800166,b4467,b1855,b2242,b0474,b2518,b3831,b3752,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b4161,b1415,b4138,b4123,b0621,b4381,b2406,b0452,b2492,b0904,b2197,b3028,b3918,b0789,b1249,b1206,b0221,b2285,,,
35,0.454776526901078,0.240187948800163,b4467,b1855,b2242,b0474,b2518,b2744,b1278,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b4374,b4161,b0675,b1415,b4138,b4123,b0621,b4381,b2406,b0452,b2197,b3028,b3918,b1206,b0221,b2285,b3893,b1474,,,
37,0.467761007925263,0.247045637530732,b1855,b2242,b3553,b2744,b3614,b0910,b2781,b1004,b3713,b1109,b0046,b3236,b1612,b1611,b4122,b1759,b1033,b4374,b0675,b2361,b2291,b1415,b4014,b2976,b4138,b4123,b0621,b2197,b3028,b3821,b3918,b0789,b1249,b1206,b2285,b3893,b1474,
37,0.454776526900981,0.240187948801652,b4467,b2836,b2242,b0474,b2518,b2744,b2781,b1004,b3713,b1109,b0046,b3236,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b2361,b2291,b4014,b2976,b4138,b4123,b0621,b0306,b3605,b2492,b0904,b2197,b3028,b3918,b4042,b0494,b1206,b2285,
38,0.467759706420726,0.247044950147527,b4467,b2242,b0474,b2518,b2744,b1278,b2781,b1004,b3713,b1109,b0046,b3236,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b2361,b2291,b4014,b2976,b4138,b4123,b0621,b0306,b3605,b2492,b0904,b2197,b3825,b3028,b3918,b0494,b1206,b3546,b2285
