Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.59581271124972,0.314675504382993,b4382,b4384,b2744,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b0675,b1701,b1805,b4138,b4123,b0621,b2406,b2197,b3918,b1912,b1206,,,,,,,,,,,,,,,,,
23,0.594951153815735,0.314220477132559,b0474,b2518,b2744,b4152,b2781,b1612,b1611,b4122,b1759,b3449,b4374,b4161,b0675,b2361,b2291,b4138,b4123,b0621,b2197,b3918,b1912,b0494,b1206,,,,,,,,,,,,,,,,,
23,0.59495115381601,0.314220477131758,b4382,b0474,b2518,b4384,b2744,b1278,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b4138,b4123,b0621,b2406,b2197,b3821,b3918,b1206,,,,,,,,,,,,,,,,,
23,0.587453260355967,0.310260502197322,b2836,b2744,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b0675,b2361,b2291,b2342,b3845,b4138,b4123,b0621,b2197,b3918,b1912,b1206,,,,,,,,,,,,,,,,,
23,0.587453260355475,0.310260502190686,b3846,b2341,b2744,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b0675,b2361,b2291,b4138,b4123,b0621,b0452,b2197,b3918,b1912,b1206,,,,,,,,,,,,,,,,,
23,0.587490693438536,0.310185568786136,b3831,b1278,b3614,b0910,b3752,b4152,b2781,b3844,b1612,b1611,b4122,b1759,b4138,b4123,b0621,b0153,b4381,b2406,b0452,b3035,b2197,b3918,b1206,,,,,,,,,,,,,,,,,
23,0.587490624113606,0.31018553218432,b3831,b3614,b0910,b3752,b4152,b2781,b3844,b1612,b1611,b4122,b1759,b4138,b4123,b0621,b0153,b4381,b2406,b0452,b3035,b2197,b3918,b1912,b1206,,,,,,,,,,,,,,,,,
23,0.586614537946058,0.309817535145678,b2836,b0474,b2518,b2744,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b2361,b2291,b4138,b4123,b0621,b2197,b3918,b1912,b1206,b0221,,,,,,,,,,,,,,,,,
23,0.587641725159895,0.30978033038075,b2744,b3614,b0910,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b0675,b2361,b2291,b4138,b4123,b0621,b3915,b0452,b2197,b3918,b1912,b1206,b4209,,,,,,,,,,,,,,,,,
24,0.595813901992769,0.314676133276428,b3831,b2744,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b2440,b4374,b2361,b2291,b0411,b4138,b4123,b0621,b2197,b3918,b1912,b0494,b1206,,,,,,,,,,,,,,,,
24,0.595813901992551,0.314676133267669,b3831,b2744,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b2361,b2291,b0411,b4138,b4123,b0621,b2197,b3821,b3918,b0789,b1249,b1206,,,,,,,,,,,,,,,,
24,0.595813901992805,0.314676133267477,b3831,b2744,b1278,b3614,b0910,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b2361,b2291,b0411,b1701,b1805,b4138,b4123,b0621,b2197,b3918,b1206,,,,,,,,,,,,,,,,
24,0.594951153815957,0.314220477144959,b0474,b2518,b3831,b1278,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4161,b1701,b1805,b4138,b4123,b0621,b4381,b2406,b2197,b3918,b1206,,,,,,,,,,,,,,,,
24,0.594951153815957,0.314220477130577,b0474,b2518,b3831,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4161,b4138,b4123,b0621,b4381,b2406,b2197,b2835,b3918,b1912,b0494,b1206,,,,,,,,,,,,,,,,
24,0.586614537946168,0.309817535143459,b2836,b0474,b2518,b2744,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b2342,b3845,b4138,b4123,b0621,b4381,b2406,b2197,b3918,b4042,b1206,,,,,,,,,,,,,,,,
24,0.58661453794629,0.309817535143687,b0474,b2518,b3831,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4161,b4138,b4123,b0621,b4381,b2406,b0452,b2197,b3918,b4042,b1206,b0221,,,,,,,,,,,,,,,,
24,0.586614537946102,0.309817535143709,b4382,b0474,b2518,b4384,b2744,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b4138,b4123,b0621,b2406,b0452,b2197,b3918,b1912,b1206,b0221,,,,,,,,,,,,,,,,
24,0.586943966670398,0.30895421520401,b0474,b2518,b2744,b4152,b2781,b3844,b1612,b1611,b4122,b1759,b4374,b4161,b0675,b2361,b2291,b4138,b4123,b0621,b3915,b0452,b2197,b3918,b1912,b1206,,,,,,,,,,,,,,,,
25,0.594951153816028,0.314220477132511,b0474,b2518,b3831,b2744,b3752,b4152,b2781,b1612,b1611,b4122,b1759,b4374,b4161,b2361,b2291,b0411,b4138,b4123,b0621,b2197,b3821,b3918,b0789,b1249,b1206,,,,,,,,,,,,,,,
26,0.594951153815957,0.314220477132031,b0474,b2518,b3831,b2744,b4152,b2781,b0030,b1612,b1611,b4122,b0651,b2162,b1759,b4374,b4161,b2361,b2291,b4138,b4123,b0621,b2406,b2197,b3821,b3918,b4042,b1206,,,,,,,,,,,,,,
26,0.587579049363683,0.309461579969194,b2836,b3831,b2744,b3614,b0910,b3752,b4152,b2781,b3844,b1612,b1611,b4122,b1759,b4374,b2361,b2291,b0411,b4138,b4123,b0621,b3915,b2197,b3918,b1912,b1695,b1206,,,,,,,,,,,,,,
26,0.484948323062058,0.153125803412378,b2836,b0474,b2518,b3831,b3752,b4152,b2781,b3844,b1232,b1612,b1611,b4122,b1759,b4161,b4138,b4123,b0621,b2223,b4381,b2406,b2197,b3918,b4042,b1206,b2285,b3924,,,,,,,,,,,,,,
29,0.521505962605451,0.0622907696593397,b2836,b2744,b1278,b3614,b0910,b4152,b2925,b2097,b2781,b3844,b1612,b1611,b4122,b2690,b1759,b4374,b0675,b2361,b2291,b3945,b4138,b4123,b0621,b0529,b2197,b3918,b1695,b1206,b2285,,,,,,,,,,,
32,0.484419196713922,0.255843576655644,b4467,b2242,b4382,b3831,b4384,b3614,b0910,b3752,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b1415,b4138,b4123,b0621,b2406,b2492,b0904,b2197,b3028,b3821,b3918,b1912,b1206,b2285,,,,,,,,
33,0.474678766198053,0.250699216976864,b4467,b2242,b4382,b3831,b4384,b3614,b0910,b3752,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b2210,b1415,b4138,b4123,b0621,b2406,b0452,b2492,b0904,b2197,b3028,b3918,b4042,b1206,b0221,b2285,,,,,,,
34,0.4844191967139,0.255843576656736,b4467,b2242,b0474,b2518,b3831,b1278,b3752,b2781,b1004,b3713,b1109,b0046,b1612,b1611,b4122,b1759,b3449,b2210,b4161,b1415,b4138,b4123,b0621,b4381,b2406,b2492,b0904,b2197,b3028,b3918,b0418,b0494,b1206,b2285,,,,,,
35,0.484420592577043,0.25584431386275,b4467,b2242,b2744,b1278,b3614,b0910,b2781,b1004,b3713,b1109,b0046,b3236,b1612,b1611,b4122,b1759,b4374,b0675,b2361,b2291,b1415,b4014,b2976,b1701,b1805,b4138,b4123,b0621,b2197,b3028,b3918,b1206,b2285,b3893,b1474,,,,,
40,0.445708299176092,0.0199669592578433,b4467,b2836,b2242,b2744,b1278,b3614,b0910,b2781,b1004,b3713,b1109,b0046,b3236,b1612,b1611,b4122,b0907,b1759,b4374,b0675,b1415,b4014,b2976,b4138,b4123,b0621,b4381,b2406,b0755,b3612,b2197,b3028,b3918,b0418,b1206,b2285,b3893,b1474,b3924,b4209
